PYNAM,PYCOMNAM,PYSPP,PYABBR,MODCAT,GENCAT,GenSci,GenCom,ANALCAT,AnalSci,AnalCom,COLLCAT,CollSci,Collcom
PHORONIDA,PHORONID WORMS,7.20E+14,PHORON,BENINV,WORMS,WORMS,WORMS,WORMS,WORMS,WORMS,WORMS,WORMS,WORMS
BRACHIOPODA,LAMP SHELLS,7.40E+14,BRACHI,BENINV,BRACHI,BRACHIOPODA,BRACHIOPODA,BRACHI,BRACHIOPODA,BRACHIOPODA,BRACHI,BRACHIOPODA,BRACHIOPODA
RHYNCHONELLIDAE,,7.41E+14,RHYFAM,BENINV,BRACHI,BRACHIOPODA,BRACHIOPODA,BRACHI,BRACHIOPODA,BRACHIOPODA,BRACHI,BRACHIOPODA,BRACHIOPODA
UROCHORDATA,"SEA SQUIRTS, LARVACEANS, AND SALPS",7.60E+14,UROCHO,OTHER,UROCHO,UROCHORDATA,UROCHORDATA,UROCHO,UROCHORDATA,UROCHORDATA,UROCHO,UROCHORDATA,UROCHORDATA
ASCIDIACEA,SEA SQUIRTS,7.61E+14,ASCIDI,BENINV,UROCHO,UROCHORDATA,UROCHORDATA,ASCIDI,ASCIDIACEA,TUNICATES,ASCIDI,ASCIDIACEA,TUNICATES
ASCIDIIDAE,,7.61E+14,ASCFAM,BENINV,UROCHO,UROCHORDATA,UROCHORDATA,ASCIDI,ASCIDIACEA,TUNICATES,ASCIDI,ASCIDIACEA,TUNICATES
ASCIDIA SP,,7.61E+14,ASCISP,BENINV,UROCHO,UROCHORDATA,UROCHORDATA,ASCIDI,ASCIDIACEA,TUNICATES,ASCIDI,ASCIDIACEA,TUNICATES
ASCIDIA CALLOSA,,7.61E+14,ASCCAL,BENINV,UROCHO,UROCHORDATA,UROCHORDATA,ASCIDI,ASCIDIACEA,TUNICATES,ASCIDI,ASCIDIACEA,TUNICATES
MOLGULA SP,,7.61E+14,MOLGSP,BENINV,UROCHO,UROCHORDATA,UROCHORDATA,ASCIDI,ASCIDIACEA,TUNICATES,ASCIDI,ASCIDIACEA,TUNICATES
POLYCLINIDAE,SEA PORKS,7.61E+14,POLYCL,BENINV,UROCHO,UROCHORDATA,UROCHORDATA,ASCIDI,ASCIDIACEA,TUNICATES,ASCIDI,ASCIDIACEA,TUNICATES
BOSTRICHOBRANCHUS SP,,7.61E+14,BOSTSP,BENINV,UROCHO,UROCHORDATA,UROCHORDATA,ASCIDI,ASCIDIACEA,TUNICATES,ASCIDI,ASCIDIACEA,TUNICATES
BOSTRICHOBRANCHUS PILULARIS,,7.61E+14,BOSPIU,BENINV,UROCHO,UROCHORDATA,UROCHORDATA,ASCIDI,ASCIDIACEA,TUNICATES,ASCIDI,ASCIDIACEA,TUNICATES
BOLTENIA SP,,7.61E+14,BOLTSP,BENINV,UROCHO,UROCHORDATA,UROCHORDATA,ASCIDI,ASCIDIACEA,TUNICATES,ASCIDI,ASCIDIACEA,TUNICATES
DENDRODOA CARNEA,,7.61E+14,DENCAR,BENINV,UROCHO,UROCHORDATA,UROCHORDATA,ASCIDI,ASCIDIACEA,TUNICATES,ASCIDI,ASCIDIACEA,TUNICATES
PLEUROGONA,,7.61E+14,PLEOR2,BENINV,UROCHO,UROCHORDATA,UROCHORDATA,ASCIDI,ASCIDIACEA,TUNICATES,ASCIDI,ASCIDIACEA,TUNICATES
LARVACEA,LARVACEANS,7.62E+14,LARVAC,PELINV,UROCHO,UROCHORDATA,UROCHORDATA,LARVAC,LARVACEANS,LARVACEANS,LARVAC,LARVACEANS,LARVACEANS
OIKOPLEURA SP,,7.62E+14,OIKOSP,PELINV,UROCHO,UROCHORDATA,UROCHORDATA,LARVAC,LARVACEANS,LARVACEANS,LARVAC,LARVACEANS,LARVACEANS
THALIACEA,,7.63E+14,THALIA,PELINV,UROCHO,UROCHORDATA,UROCHORDATA,LARVAC,LARVACEANS,LARVACEANS,LARVAC,LARVACEANS,LARVACEANS
SALPIDAE,,7.63E+14,SALFAM,PELINV,UROCHO,UROCHORDATA,UROCHORDATA,LARVAC,LARVACEANS,LARVACEANS,LARVAC,LARVACEANS,LARVACEANS
SALPA FUSIFORMIS,,7.63E+14,SALFUS,PELINV,UROCHO,UROCHORDATA,UROCHORDATA,LARVAC,LARVACEANS,LARVACEANS,LARVAC,LARVACEANS,LARVACEANS
HEMICHORDATA,ACORN WORMS AND PTEROBRANCHS,8.00E+14,HEMICH,PELINV,CHORD,CHORDATA,CHORDATA,HEMICH,HEMICHORDATA,ACORN WORMS,HEMICH,HEMICHORDATA,ACORN WORMS
BRANCHIOSTOMA SP,AMPHIOXUS,8.11E+14,BRANSP,PELINV,CHORD,CHORDATA,CHORDATA,CEPCHO,CEPHALOCHORDATA,LANCELETES,CEPCHO,CEPHALOCHORDATA,LANCELETES
FISH,FISH,8.20E+14,FISH,OTHFIS,FISH,FISH,FISH,OTHFIS,OTHER FISH,OTHER FISH,OTHFIS,OTHER FISH,OTHER FISH
FISH OTOLITHS,OTOLITHS,8.20E+14,FISOTO,FISOTO,FISH,FISH,FISH,OTHFIS,OTHER FISH,OTHER FISH,FISOTO,FISH OTOLITHS,FISH OTOLITHS
FISH SCALES,SCALES,8.20E+14,FISSCA,FISSCA,FISH,FISH,FISH,FISSCA,FISH SCALES,FISH SCALES,FISSCA,FISH SCALES,FISH SCALES
FISH EGGS,FISH EGGS,8.20E+14,FISEGG,FISEGG,FISH,FISH,FISH,FISEGG,FISH EGGS,FISH EGGS,FISEGG,FISH EGGS,FISH EGGS
FISH LARVAE,FISH LARVAE,8.20E+14,FISLAR,FISLAR,FISH,FISH,FISH,FISLAR,FISH LARVAE,FISH LARVAE,FISLAR,FISH LARVAE,FISH LARVAE
MYXINIDAE,HAGFISHES,8.21E+14,MYXFAM,LDEM,FISH,FISH,FISH,MYXFAM,MYXINIDAE,HAGFISHES,MYXFAM,MYXINIDAE,HAGFISHES
MYXINE GLUTINOSA,ATLANTIC HAGFISH,8.21E+14,MYXGLU,LDEM,FISH,FISH,FISH,MYXFAM,MYXINIDAE,HAGFISHES,MYXGLU,MYXINE GLUTINOSA,ATLANTIC HAGFISH
PETROMYZONTIDAE,LAMPREYS,8.21E+14,PETFAM,LDEM,FISH,FISH,FISH,PETFAM,PETROMYZONTIDAE,LAMPREYS,PETFAM,PETROMYZONTIDAE,LAMPREYS
CHONDRICHTHYES,CARTILAGINOUS FISH,8.22E+14,CHONDR,CHONDR,FISH,FISH,FISH,CHONDR,CHONDRICHTHYES,CARTILAGINOUS FISH,CHONDR,CHONDRICHTHYES,CARTILAGINOUS FISH
CHONDRICHTHYES EGGS,EGG CASES,8.22E+14,CHOEGG,FISEGG,FISH,FISH,FISH,FISEGG,FISH EGGS,FISH EGGS,FISEGG,FISH EGGS,FISH EGGS
RAJIFORMES,RAYS AND SKATES,8.22E+14,RAJORD,LDEM,FISH,FISH,FISH,RAJORD,RAJIFORMES,"RAYS, SKATES",RAJORD,RAJIFORMES,RAYS AND SKATES U
RAJA SP,SKATES,8.22E+14,RAJASP,LDEM,FISH,FISH,FISH,RAJORD,RAJIFORMES,"RAYS, SKATES",RAJASP,RAJA SP,SKATES
RAJA SP EGGS,SKATE EGG CASE,8.22E+14,RAJEGG,RAJEGG,FISH,FISH,FISH,RAJORD,RAJIFORMES,"RAYS, SKATES",RAJEGG,RAJA SP EGGS,SKATE EGG CASE
RAJA EGLANTERIA,CLEARNOSE SKATE,8.22E+14,RAJEGL,LDEM,FISH,FISH,FISH,RAJORD,RAJIFORMES,"RAYS, SKATES",RAJEGL,RAJA EGLANTERIA,CLEARNOSE SKATE
RAJA ERINACEA,LITTLE SKATE,8.22E+14,RAJERI,RAJERI,FISH,FISH,FISH,RAJORD,RAJIFORMES,"RAYS, SKATES",RAJERI,RAJA ERINACEA,LITTLE SKATE
RAJA GARMANI,ROSETTE SKATE,8.22E+14,RAJGAR,LDEM,FISH,FISH,FISH,RAJORD,RAJIFORMES,"RAYS, SKATES",RAJGAR,RAJA GARMANI,ROSETTE SKATE
RAJA RADIATA,THORNY SKATE,8.22E+14,RAJRAD,LDEM,FISH,FISH,FISH,RAJORD,RAJIFORMES,"RAYS, SKATES",RAJRAD,RAJA RADIATA,THORNY SKATE
RAJA SENTA,SMOOTH SKATE,8.22E+14,RAJSEN,LDEM,FISH,FISH,FISH,RAJORD,RAJIFORMES,"RAYS, SKATES",RAJSEN,RAJA SENTA,SMOOTH SKATE
SELACHIMORPHA,SHARKS,8.22E+14,SHARK,OTHFIS,FISH,FISH,FISH,SHARK,SHARK,SHARK,SHARK,SHARK,SHARKS
MUSTELUS CANIS,SMOOTH DOGFISH,8.22E+14,MUSCAN,LDEM,FISH,FISH,FISH,SHARK,SHARK,SHARK,MUSCAN,MUSTELUS CANIS,SMOOTH DOGFISH
ODONTASPIS TAURUS,SAND TIGER,8.22E+14,ODOTAU,LDEM,FISH,FISH,FISH,SHARK,SHARK,SHARK,ODOTAU,ODONTASPIS TAURIS,SAND TIGER
SQUALIDAE,SQUALIDAE,8.22E+14,SQUFAM,LDEM,FISH,FISH,FISH,SHARK,SHARK,SHARK,SQUFAM,SQUALIDAE,SQUALIDAE
CENTROSCYLLIUM FABRICII,BLACK DOGFISH,8.22E+14,CENFAB,LDEM,FISH,FISH,FISH,SHARK,SHARK,SHARK,CENFAB,CENTROSCYLLIUM FABRICII,BLACK DOGFISH
ETMOPTERUS PRINCEPS,ROUGH SAGRE,8.22E+14,ETMPRI,LDEM,FISH,FISH,FISH,SHARK,SHARK,SHARK,ETMPRI,ETMOPTERUS PRINCEPS,ROUGH SAGRE
ETMOPTERUS GRACILISPINIS,BROADBAND DOGFISH,8.22E+14,ETMGRA,LDEM,FISH,FISH,FISH,SHARK,SHARK,SHARK,ETMGRA,ETMOPTERUS GRACILISPINIS,BROADBAND DOGFISH
ETMOPTERUS HILLIANUS,CARIBBEAN LANTERNSHARK,8.22E+14,ETMHIL,LDEM,FISH,FISH,FISH,SHARK,SHARK,SHARK,ETMHIL,ETMOPTERUS HILLIANUS,CARIBBEAN LANTERNSHARK
SQUALUS ACANTHIAS,SPINY DOGFISH,8.22E+14,SQUACA,SQUACA,FISH,FISH,FISH,SHARK,SHARK,SHARK,SQUACA,SQUALUS ACANTHIAS,SPINY DOGFISH
OSTEICHTHYES,BONY FISHES,8.23E+14,OSTEIC,OSTEIC,FISH,FISH,FISH,OTHFIS,OTHER FISH,OTHER FISH,OSTEIC,OSTEICHTHYES,BONY FISHES
ANGUILLIFORMES,TRUE EELS,8.23E+14,ANGORD,LDEM,FISH,FISH,FISH,ANGORD,ANGUILLIFORMES,EELS,ANGORD,ANGUILLIFORMES,EELS
ANGUILLIFORMES LARVAE,LEPTOCEPHALUS,8.23E+14,ANGLAR,FISLAR,FISH,FISH,FISH,FISLAR,FISH LARVAE,FISH LARVAE,FISLAR,ANGUILLIFORMES LARVAE,LEPTOCEPHALUS
ANGUILLA ROSTRATA,AMERICAN EEL,8.23E+14,ANGROS,LDEM,FISH,FISH,FISH,ANGORD,ANGUILLIFORMES,EELS,ANGROS,ANGUILLA ROSTRATA,AMERICAN EEL
CONGRIDAE,CONGER EELS,8.23E+14,CONFAM,LDEM,FISH,FISH,FISH,ANGORD,ANGUILLIFORMES,EELS,CONFAM,CONGRIDAE,CONGER EEL - FAMILY
CONGRIDAE LARVAE,CONGER EEL LARVAE,8.23E+14,CONLAR,FISLAR,FISH,FISH,FISH,FISLAR,FISH LARVAE,FISH LARVAE,FISLAR,FISH LARVAE,FISH LARVAE
CONGER OCEANICUS,CONGER EEL,8.23E+14,CONOCE,LDEM,FISH,FISH,FISH,ANGORD,ANGUILLIFORMES,EELS,CONOCE,CONGER OCEANICUS,CONGER EEL
MURAENIDAE,MORAYS,8.23E+14,MURFAM,LDEM,FISH,FISH,FISH,ANGORD,ANGUILLIFORMES,EELS,MURFAM,MURAENIDAE,MORAYS
NEMICHTHYS SCOLOPACEUS,SLENDER SNIPE EEL,8.23E+14,NEMSCO,LPEL,FISH,FISH,FISH,ANGORD,ANGUILLIFORMES,EELS,NEMSCO,NEMICHTHYS SCOLOPACEUS,SLENDER SNIPE EEL
OPHICHTHIDAE,SNAKE EELS,8.23E+14,OPHFA1,LDEM,FISH,FISH,FISH,ANGORD,ANGUILLIFORMES,EELS,OPHFA1,OPHICHTHIDAE,SNAKE EELS
MYRICHTHYS OCELLATUS,GOLDSPOTTED EEL,8.23E+14,MYROCE,LDEM,FISH,FISH,FISH,ANGORD,ANGUILLIFORMES,EELS,MYROCE,MYRICHTHYS OCELLATUS,GOLDSPOTTED EEL
ECHIOPHIS INTERTINCTUS,SPOTTED SPOON-NOSE EEL,8.23E+14,ECHINT,LDEM,FISH,FISH,FISH,ANGORD,ANGUILLIFORMES,EELS,ECHINT,ECHIOPHIS INTERTINCTUS,SPOTTED SPOON-NOSE EEL
OPHICHTHUS CRUENTIFER,MARGINED SNAKE EEL,8.23E+14,OPHCRU,LDEM,FISH,FISH,FISH,ANGORD,ANGUILLIFORMES,EELS,OPHCRU,OPHICHTHUS CRUENTIFER,MARGINED SNAKE EEL
SYNAPHOBRANCHIDAE,CUTTHROAT EELS,8.23E+14,SYNFAM,LDEM,FISH,FISH,FISH,ANGORD,ANGUILLIFORMES,EELS,SYNFAM,SYNAPHOBRANCHIDAE,CUTTHROAT EELS
SYNAPHOBRANCHUS KAUPI,SLATJAW CUTTHROAT EEL,8.23E+14,SYNKAU,LDEM,FISH,FISH,FISH,ANGORD,ANGUILLIFORMES,EELS,SYNKAU,SYNAPHOBRANCHUS KAUPI,SLATJAW CUTTHROAT EEL
BATRACHOIDIDAE,TOADFISHES,8.23E+14,BATFAM,LDEM,FISH,FISH,FISH,BATFAM,BATRACHOIDIDAE,TOADFISHES,BATFAM,BATRACHOIDIDAE,TOADFISHES
BELONIDAE,NEEDLEFISHES,8.23E+14,BELFAM,LPEL,FISH,FISH,FISH,BELFAM,BELONIDAE,NEEDLEFISHES,BELFAM,BELONIDAE,NEEDLEFISHES
SCOMBERESOX SAURUS,ATLANTIC SAURY,8.23E+14,SCOSAU,LPEL,FISH,FISH,FISH,OTHFIS,OTHER FISH,OTHER FISH,SCOSAU,SCOMBERESOX SAURUS,ATLANTIC SAURY
POLYMIXIA LOWEI,BEARDFISH,8.23E+14,POLLOW,SDEM,FISH,FISH,FISH,OTHFIS,OTHER FISH,OTHER FISH,POLLOW,POLYMIXIA LOWEI,BEARDFISH
ALEPOCEPHALIDAE,SMOOTHHEADS,8.23E+14,ALEFAM,SDEM,FISH,FISH,FISH,ALEFAM,ALEPOCEPHALIDAE,SMOOTHHEADS,ALEFAM,ALEPOCEPHALIDAE,SMOOTHHEADS
ARGENTINIDAE,ARGENTINES,8.23E+14,ARGFAM,LPEL,FISH,FISH,FISH,ARGFAM,ARGENTINIDAE,ARGENTINES,ARGFAM,ARGENTINIDAE,ARGENTINES
ARGENTINA SILUS,ATLANTIC ARGENTINE,8.23E+14,ARGSIL,LPEL,FISH,FISH,FISH,ARGFAM,ARGENTINIDAE,ARGENTINES,ARGSIL,ARGENTINA SILUS,ATLANTIC ARGENTINE
ARGENTINA STRIATA,STRIATED ARGENTINE,8.23E+14,ARGSTR,SPEL,FISH,FISH,FISH,ARGFAM,ARGENTINIDAE,ARGENTINES,ARGSTR,ARGENTINA STRIATA,STRIATED ARGENTINE
CLUPEIDAE,HERRINGS,8.23E+14,CLUFAM,LPEL,FISH,FISH,FISH,CLUFAM,CLUPEIDAE,HERRINGS,CLUFAM,CLUPEIDAE,HERRINGS
CLUPEIDAE SCALES,HERRING FISH SCALES,8.23E+14,CLUSCA,FISSCA,FISH,FISH,FISH,CLUFAM,CLUPEIDAE,HERRINGS,CLUFAM,CLUPEIDAE,HERRINGS
CLUPEIDAE EGGS,HERRING EGGS,8.23E+14,CLUEGG,FISEGG,FISH,FISH,FISH,FISEGG,FISH EGGS,FISH EGGS,FISEGG,FISH EGGS,FISH EGGS
CLUPEIDAE LARVAE,HERRING LARVAE,8.23E+14,CLULAR,FISLAR,FISH,FISH,FISH,FISLAR,FISH LARVAE,FISH LARVAE,FISLAR,FISH LARVAE,FISH LARVAE
ALOSA SP,,8.23E+14,ALOSSP,SPEL,FISH,FISH,FISH,CLUFAM,CLUPEIDAE,HERRINGS,ALOSSP,ALOSA SP,
ALOSA AESTIVALIS,BLUEBACK HERRING,8.23E+14,ALOAES,SPEL,FISH,FISH,FISH,CLUFAM,CLUPEIDAE,HERRINGS,ALOAES,ALOSA AESTIVALIS,BLUEBACK HERRING
ALOSA PSEUDOHARENGUS,ALEWIFE,8.23E+14,ALOPSE,SPEL,FISH,FISH,FISH,CLUFAM,CLUPEIDAE,HERRINGS,ALOPSE,ALOSA PSEUDOHARENGUS,ALEWIFE
ALOSA SAPIDISSIMA,AMERICAN SHAD,8.23E+14,ALOSAP,SPEL,FISH,FISH,FISH,CLUFAM,CLUPEIDAE,HERRINGS,ALOSAP,ALOSA SAPIDISSIMA,AMERICAN SHAD
BREVOORTIA TYRANNUS,ATLANTIC MENHADEN,8.23E+14,BRETYR,SPEL,FISH,FISH,FISH,CLUFAM,CLUPEIDAE,HERRINGS,BRETYR,BREVOORTIA TYRANNUS,ATLANTIC MENHADEN
CLUPEA HARENGUS,ATLANTIC HERRING,8.23E+14,CLUHAR,CLUHAR,FISH,FISH,FISH,CLUFAM,CLUPEIDAE,HERRINGS,CLUHAR,CLUPEA HARENGUS,ATLANTIC HERRING
CLUPEA HARENGUS SCALES,ATLANTIC HERRING SCALES,8.23E+14,CLUHA2,FISSCA,FISH,FISH,FISH,FISSCA,FISH SCALES,FISH SCALES,FISSCA,FISH SCALES,FISH SCALES
CLUPEA HARENGUS EGGS,ATLANTIC HERRING EGGS,8.23E+14,CLHEGG,FISEGG,FISH,FISH,FISH,CLUFAM,CLUPEIDAE,HERRINGS,CLUHAR,CLUPEA HARENGUS,ATLANTIC HERRING
CLUPEA HARENGUS LARVAE,ATLANTIC HERRING LARVAE,8.23E+14,CLHLAR,FISLAR,FISH,FISH,FISH,FISLAR,FISH LARVAE,FISH LARVAE,FISLAR,FISH LARVAE,FISH LARVAE
ETRUMEUS TERES,ROUND HERRING,8.23E+14,ETRTER,LPEL,FISH,FISH,FISH,CLUFAM,CLUPEIDAE,HERRINGS,ETRTER,ETRUMEUS TERES,ROUND HERRING
SARDINELLA AURITA,SPANISH SARDINE,8.23E+14,SARAUR,SPEL,FISH,FISH,FISH,CLUFAM,CLUPEIDAE,HERRINGS,SARAUR,SARDINELLA AURITA,SPANISH SARDINE
OPISTHONEMA OGLINUM,ATLANTIC THREAD HERRING,8.23E+14,OPIOGL,LPEL,FISH,FISH,FISH,CLUFAM,CLUPEIDAE,HERRINGS,OPIOGL,OPISTHONEMA OGLINUM,ATLANTIC THREAD HERRING
ENGRAULIDAE,ANCHOVIES,8.23E+14,ENGFAM,SPEL,FISH,FISH,FISH,ENGFAM,ENGRAULIDAE,ANCHOVIES,ENGFAM,ENGRAULIDAE,ANCHOVIES
ENGRAULIDAE LARVAE,ANCHOVY LARVAE,8.23E+14,ENGLAR,FISLAR,FISH,FISH,FISH,FISLAR,FISH LARVAE,FISH LARVAE,FISLAR,FISH LARVAE,FISH LARVAE
ANCHOA SP,,8.23E+14,ANCHSP,SPEL,FISH,FISH,FISH,ENGFAM,ENGRAULIDAE,ANCHOVIES,ANCHSP,ANCHOA SP,
ANCHOA HEPSETUS,STRIPED ANCHOVY,8.23E+14,ANCHEP,SPEL,FISH,FISH,FISH,ENGFAM,ENGRAULIDAE,ANCHOVIES,ANCHEP,ANCHOA HEPSETUS,STRIPED ANCHOVY
ANCHOA MITCHILLI,BAY ANCHOVY,8.23E+14,ANCMIT,SPEL,FISH,FISH,FISH,ENGFAM,ENGRAULIDAE,ANCHOVIES,ANCMIT,ANCHOA MITCHILLI,BAY ANCHOVY
ANCHOA MITCHILLI LARVAE,BAY ANCHOVY LARVAE,8.23E+14,ANCLAR,FISLAR,FISH,FISH,FISH,FISLAR,FISH LARVAE,FISH LARVAE,FISLAR,FISH LARVAE,FISH LARVAE
ENGRAULIS EURYSTOLE,SILVER ANCHOVY,8.23E+14,ENGEUR,SPEL,FISH,FISH,FISH,ENGFAM,ENGRAULIDAE,ANCHOVIES,ENGEUR,ENGRAULIS EURYSTOLE,SILVER ANCHOVY
MAUROLICUS WEITZMANI,WEITZMAN'S PEARLSIDES,8.23E+14,MAUWEI,SPEL,FISH,FISH,FISH,OTHFIS,OTHER FISH,OTHER FISH,MAUWEI,MAUROLICUS MUELLERI,MULLER'S PEARLSIDES
SALMO SALAR,ATLANTIC SALMON,8.23E+14,SALSAL,LPEL,FISH,FISH,FISH,SALSAL,SALMO SALAR,ATLANTIC SALMON,SALSAL,SALMO SALAR,ATLANTIC SALMON
OSMERIDAE,SMELTS,8.23E+14,OSMFAM,LPEL,FISH,FISH,FISH,OSMFAM,OSMERIDAE,SMELTS,OSMFAM,OSMERIDAE,SMELTS
OSMERIDAE LARVAE,SMELT LARVAE,8.23E+14,OSMLAR,FISLAR,FISH,FISH,FISH,FISLAR,FISH LARVAE,FISH LARVAE,FISLAR,FISH LARVAE,FISH LARVAE
OSMERUS MORDAX,RAINBOW SMELT,8.23E+14,OSMMOR,LPEL,FISH,FISH,FISH,OSMMOR,OSMERUS MORDAX,RAINBOW SMELT,OSMMOR,OSMERUS MORDAX,RAINBOW SMELT
MALLOTUS VILLOSUS,CAPELIN,8.23E+14,MALVIL,SPEL,FISH,FISH,FISH,MALVIL,MALLOTUS VILLOSUS,CAPELIN,MALVIL,MALLOTUS VILLOSUS,CAPELIN
POLYIPNUS CLARUS,SHORTSPINE TENPLATE,8.23E+14,POLCLA,SPEL,FISH,FISH,FISH,OTHFIS,OTHER FISH,OTHER FISH,POLCLA,POLYIPNUS ASTEROIDES,SHORTSPINE TENPLATE
CYPRINODON VARIEGATUS,SHEEPSHEAD MINNOW,8.23E+14,CYPVAR,SDEM,FISH,FISH,FISH,OTHFIS,OTHER FISH,OTHER FISH,CYPVAR,CYPRINODON VARIEGATUS,SHEEPSHEAD MINNOW
LAVINIA,HITCHES,8.23E+14,LAVISP,SDEM,FISH,FISH,FISH,OTHFIS,OTHER FISH,OTHER FISH,LAVISP,LAVINIA,HITCHES
GADIFORMES,,8.23E+14,GADORD,LDEM,FISH,FISH,FISH,GADORD,GADIFORMES,GADIDS - ORDER,GADORD,GADIFORMES,
GADIDAE,CODFISHES,8.23E+14,GADFAM,LDEM,FISH,FISH,FISH,GADFAM,GADIDAE,CODFISHES,GADFAM,GADIDAE,CODFISHES
GADIDAE OTOLITHS,CODFISHES OTOLITHS,8.23E+14,GADOTO,LDEM,FISH,FISH,FISH,GADFAM,GADIDAE,CODFISHES,GADFAM,GADIDAE,CODFISHES
GADIDAE EGGS,GADID EGGS,8.23E+14,GADEGG,FISEGG,FISH,FISH,FISH,FISEGG,FISH EGGS,FISH EGGS,FISEGG,FISH EGGS,FISH EGGS
GADIDAE LARVAE,GADID LARVAE,8.23E+14,GADLAR,FISLAR,FISH,FISH,FISH,FISLAR,FISH LARVAE,FISH LARVAE,FISLAR,FISH LARVAE,FISH LARVAE
BROSME BROSME,CUSK,8.23E+14,BROBRO,LDEM,FISH,FISH,FISH,GADFAM,GADIDAE,CODFISHES,BROBRO,BROSME BROSME,CUSK
ENCHELYOPUS CIMBRIUS,FOURBEARD ROCKLING,8.23E+14,ENCCIM,LDEM,FISH,FISH,FISH,GADFAM,GADIDAE,CODFISHES,ENCCIM,ENCHELYOPUS CIMBRIUS,FOURBEARD ROCKLING
GADUS MORHUA,ATLANTIC COD,8.23E+14,GADMOR,GADMOR,FISH,FISH,FISH,GADFAM,GADIDAE,CODFISHES,GADMOR,GADUS MORHUA,ATLANTIC COD
GADUS MORHUA LARVAE,ATLANTIC COD LARVAE,8.23E+14,GADMO2,FISLAR,FISH,FISH,FISH,FISLAR,FISH LARVAE,FISH LARVAE,FISLAR,FISH LARVAE,FISH LARVAE
MELANOGRAMMUS AEGLEFINUS,HADDOCK,8.23E+14,MELAEG,MELAEG,FISH,FISH,FISH,GADFAM,GADIDAE,CODFISHES,MELAEG,MELANOGRAMMUS AEGLEFINUS,HADDOCK
MERLUCCIUS ALBIDUS,OFFSHORE HAKE,8.23E+14,MERALB,LDEM,FISH,FISH,FISH,GADFAM,GADIDAE,CODFISHES,MERALB,MERLUCCIUS ALBIDUS,OFFSHORE HAKE
MERLUCCIUS BILINEARIS,SILVER HAKE,8.23E+14,MERBIL,MERBIL,FISH,FISH,FISH,GADFAM,GADIDAE,CODFISHES,MERBIL,MERLUCCIUS BILINEARIS,SILVER HAKE
MERLUCCIUS BILINEARIS OTOLITHS,SILVER HAKE OTOLITHS,8.23E+14,MERBI2,LDEM,FISH,FISH,FISH,GADFAM,GADIDAE,CODFISHES,MERBIL,MERLUCCIUS BILINEARIS,SILVER HAKE
POLLACHIUS VIRENS,POLLOCK,8.23E+14,POLVIR,POLVIR,FISH,FISH,FISH,GADFAM,GADIDAE,CODFISHES,POLVIR,POLLACHIUS VIRENS,POLLOCK
UROPHYCIS SP,UROPHYCIS SP,8.23E+14,UROPSP,LDEM,FISH,FISH,FISH,GADFAM,GADIDAE,CODFISHES,UROPSP,UROPHYCIS SP,HAKE UNCL
UROPHYCIS CHESTERI,LONGFIN HAKE,8.23E+14,UROCHE,LDEM,FISH,FISH,FISH,GADFAM,GADIDAE,CODFISHES,UROCHE,UROPHYCIS CHESTERI,LONGFIN HAKE
UROPHYCIS CHUSS,RED HAKE,8.23E+14,UROCHU,UROCHU,FISH,FISH,FISH,GADFAM,GADIDAE,CODFISHES,UROCHU,UROPHYCIS CHUSS,RED HAKE
UROPHYCIS REGIA,SPOTTED HAKE,8.23E+14,UROREG,LDEM,FISH,FISH,FISH,GADFAM,GADIDAE,CODFISHES,UROREG,UROPHYCIS REGIA,SPOTTED HAKE
UROPHYCIS TENUIS,WHITE HAKE,8.23E+14,UROTEN,LDEM,FISH,FISH,FISH,GADFAM,GADIDAE,CODFISHES,UROTEN,UROPHYCIS TENUIS,WHITE HAKE
MACROURIDAE,GRENADIERS,8.23E+14,MACFAM,LDEM,FISH,FISH,FISH,MACFAM,MACROURIDAE,GRENADIERS,MACFAM,MACROURIDAE,GRENADIERS
CAELORINCHUS CAELORHINCUS,SADDLED GRENADIER,8.23E+14,CAECAE,LDEM,FISH,FISH,FISH,MACFAM,MACROURIDAE,GRENADIERS,CAECAE,CAELORINCHUS CAELORHINCUS,SADDLED GRENADIER
FISTULARIA SP,CORNETFISHES,8.23E+14,FISTSP,LDEM,FISH,FISH,FISH,OTHFIS,OTHER FISH,OTHER FISH,FISTSP,FISTULARIA SP,CORNETFISHES
MACRORHAMPHOSUS SCOLOPAX,LONGSPINE SNIPEFISH,8.23E+14,MACSCO,LDEM,FISH,FISH,FISH,OTHFIS,OTHER FISH,OTHER FISH,MACSCO,MACRORHAMPHOSUS SCOLOPAX,LONGSPINE SNIPEFISH
GASTEROSTEIDAE,STICKLEBACKS,8.23E+14,GASFAM,SDEM,FISH,FISH,FISH,GASFAM,GASTEROSTEIDAE,STICKLEBACKS,GASFAM,GASTEROSTEIDAE,STICKLEBACKS
GASTEROSTEUS ACULEATUS,THREESPINE STICKLEBACK,8.23E+14,GASACU,SDEM,FISH,FISH,FISH,GASFAM,GASTEROSTEIDAE,STICKLEBACKS,GASACU,GASTEROSTEUS ACULEATUS,THREESPINE STICKLEBACK
SYNGNATHIDAE,PIPEFISHES AND SEAHORSES,8.23E+14,SYNFA1,SDEM,FISH,FISH,FISH,SYNFA1,SYNGNATHIDAE,PIPEFISHES AND SEAHORSES,SYNFA1,SYNGNATHIDAE,PIPEFISHES AND SEAHORSES
